OBJECT_NAME,OBJECT_IDENTIFIER,OBJECT_DATA_TYPE,OBJECT_PREMISSIONS,OBJECT_CLASS,OBJECT_NODE_TYPE,OBJECT_DESCRIPTION
xPDUOutputCurrentHighAlarm,1.3.6.1.4.1.3180.326,,,notificationtype,,"SEVERE: The three-phase load current of the device is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1, 2=L2, 3=L3). The fourth argument is the measured current in tenths of Amps. The fifth argument is the threshold, in tenths of Amps, above which the alarm was generated."
xPDUOutputCurrentHighAlarmCleared,1.3.6.1.4.1.3180.327,,,notificationtype,,"INFORMATIONAL: The three-phase output current of the device is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1, 2=L2, 3=L3). The fourth argument is the measured current in tenths of Amps."
xPDUOutputFrequencyAlarm,1.3.6.1.4.1.3180.328,,,notificationtype,,"SEVERE: The devices output frequency is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the frequency deviation from the nominal in tenths of Hertz."
xPDUOutputFrequencyAlarmCleared,1.3.6.1.4.1.3180.329,,,notificationtype,,"INFORMATIONAL: The devices output frequency is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name."
xPDUSystemGroundCurrentAlarm,1.3.6.1.4.1.3180.330,,,notificationtype,,"SEVERE: The earth ground current of the device is over the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the measured current in tenths of Amps. The fourth argument is the threshold, in tenths of Amps, above which the alarm was generated."
xPDUSystemGroundCurrentAlarmCleared,1.3.6.1.4.1.3180.331,,,notificationtype,,"INFORMATIONAL: The earth ground current of the device is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the measured current in tenths of Amps."
xPDUInputContactStateAbnormal,1.3.6.1.4.1.3180.332,,,notificationtype,,"SEVERE: A user input contact on the device has changed to its abnormal state. The first argument is the host device serial number. The second argument is the host device name. The third argument is the input contact number. The fourth argument is the input contact name. The fifth argument is the input contact state (1=OPEN, 2=CLOSED). The sixth argument is the configured normal input contact state (1=OPEN, 2=CLOSED)."
xPDUInputContactStateNormal,1.3.6.1.4.1.3180.333,,,notificationtype,,"INFORMATIONAL: A user input contact on the device has changed to its normal state. The first argument is the host device serial number. The second argument is the host device name. The third argument is the input contact number. The fourth argument is the input contact name. The fifth argument is the input contact state (1=CLOSED, 2=OPEN). The sixth argument is the configured normal input contact state (1=OPEN, 2=CLOSED)."
xPDUOutputNeutralCurrentHighAlarm,1.3.6.1.4.1.3180.334,,,notificationtype,,"WARNING: The three-phase neutral current of the device is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the measured current in tenths of Amps. The fourth argument is the threshold, in tenths of Amps, above which the alarm was generated."
xPDUOutputNeutralCurrentHighAlarmCleared,1.3.6.1.4.1.3180.335,,,notificationtype,,"INFORMATIONAL: The output neutral current of the device is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the measured current in tenths of Amps."
xPDUCoolingFanAlarm,1.3.6.1.4.1.3180.336,,,notificationtype,,"SEVERE: The device's internal cooling fans have failed. The first argument is the host device serial number. The second argument is the host device name."
xPDUCoolingFanAlarmCleared,1.3.6.1.4.1.3180.337,,,notificationtype,,"INFORMATIONAL: The device's cooling fans are now functioning properly. The first argument is the host device serial number. The second argument is the host device name."
xPDUTransformerTempAlarm,1.3.6.1.4.1.3180.338,,,notificationtype,,"SEVERE: The device's isolation transformer is over temperature. The first argument is the host device serial number. The second argument is the host device name."
xPDUTransformerTempAlarmCleared,1.3.6.1.4.1.3180.339,,,notificationtype,,"INFORMATIONAL: The device's isolation transformer is no longer over temperature. The first argument is the host device serial number. The second argument is the host device name."
xPDUBranchCurrentLowAlarm,1.3.6.1.4.1.3180.340,,,notificationtype,,"WARNING: The current in a branch circuit is outside the limits specified for that branch circuit. The first argument is the host device serial number. The second argument is the host device name. The third argument is the panel position of the branch circuit (1-based index). The fourth argument is the measured current in tenths of Amps. The fifth argument is the threshold, in tenths of Amps, from which the alarm was generated."
xPDUBranchCurrentLowAlarmCleared,1.3.6.1.4.1.3180.341,,,notificationtype,,"INFORMATIONAL: The current in a branch circuit is back within the limits specified for that branch circuit. The first argument is the host device serial number. The second argument is the host device name. The third argument is the panel position of the branch circuit (1-based index). The fourth argument is the measured current in tenths of Amps."
xPDUBranchCurrentHighAlarm,1.3.6.1.4.1.3180.342,,,notificationtype,,"WARNING: The current in a branch circuit is outside the limits specified for that branch circuit. The first argument is the host device serial number. The second argument is the host device name. The third argument is the panel position of the branch circuit (1-based index). The fourth argument is the measured current in tenths of Amps. The fifth argument is the threshold, in tenths of Amps, above which the alarm was generated."
xPDUBranchCurrentHighAlarmCleared,1.3.6.1.4.1.3180.343,,,notificationtype,,"INFORMATIONAL: The current in a branch circuit is back within the limits specified for that branch circuit. The first argument is the host device serial number. The second argument is the host device name. The third argument is the panel position of the branch circuit (1-based index). The fourth argument is the measured current in tenths of Amps."
xPDUInternalCommError,1.3.6.1.4.1.3180.344,,,notificationtype,,"SEVERE: There is an internal communication error in the device. The first argument is the host device serial number. The second argument is the host device name."
emsHardwareStateAbnormal,1.3.6.1.4.1.3180.345,,,notificationtype,,"SEVERE: The device's hardware is improperly configured and operating outside normal bounds for the hardware. This can be caused by improper devices being connected to the EMS ports or Alink Current limit detection."
emsHardwareStateNormal,1.3.6.1.4.1.3180.346,,,notificationtype,,"INFORMATIONAL: The device's hardware is in its normal operational state. The first argument is the host device serial number."
ceSevereCondition,1.3.6.1.4.1.3180.347,,,notificationtype,,"SEVERE: A Custom Event severe condition was detected. The first variable is the custom event text message. The second variable is the custom event number."
ceSevereConditionCleared,1.3.6.1.4.1.3180.348,,,notificationtype,,"INFORMATIONAL: A Custom Event severe condition was cleared. The first variable is the custom event text message. The second variable is the custom event number."
ceWarningCondition,1.3.6.1.4.1.3180.349,,,notificationtype,,"WARNING: A Custom Event warning condition was detected. The first variable is the custom event text message. The second variable is the custom event number."
ceWarningConditionCleared,1.3.6.1.4.1.3180.350,,,notificationtype,,"INFORMATIONAL: A Custom Event warning condition was cleared. The first variable is the custom event text message. The second variable is the custom event number."
ceInformationalCondition,1.3.6.1.4.1.3180.351,,,notificationtype,,"INFORMATIONAL: A Custom Event informational condition was detected. The first variable is the custom event text message. The second variable is the custom event number."
ceInformationalConditionCleared,1.3.6.1.4.1.3180.352,,,notificationtype,,"INFORMATIONAL: A Custom Event informational condition was cleared. The first variable is the custom event text message. The second variable is the custom event number."
upsInternalOverTemperature,1.3.6.1.4.1.3180.353,,,notificationtype,,"WARNING: The internal over temperature condition exists."
upsInternalOverTemperatureCleared,1.3.6.1.4.1.3180.354,,,notificationtype,,"INFORMATIONAL: The internal over temperature condition cleared."
upsMpuReset,1.3.6.1.4.1.3180.355,,,notificationtype,,"INFORMATIONAL: The MPU has been reset."
upsOutputSwitchClosed,1.3.6.1.4.1.3180.356,,,notificationtype,,"INFORMATIONAL: The Output Switch is closed."
upsOutputSwitchOpened,1.3.6.1.4.1.3180.357,,,notificationtype,,"INFORMATIONAL: The Output Switch is open."
upsCalibrationStackChanged,1.3.6.1.4.1.3180.358,,,notificationtype,,"INFORMATIONAL: A calibration value in the stack was changed."
envMaxTempThresholdViolation,1.3.6.1.4.1.3180.359,,,notificationtype,,"SEVERE: Max temperature threshold violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envMaxTempThresholdViolationCleared,1.3.6.1.4.1.3180.360,,,notificationtype,,"INFORMATIONAL: Max temperature threshold violation cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envMinTempThresholdViolation,1.3.6.1.4.1.3180.361,,,notificationtype,,"SEVERE: Min temperature threshold violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envMinTempThresholdViolationCleared,1.3.6.1.4.1.3180.362,,,notificationtype,,"INFORMATIONAL: Min temperature threshold violation cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envMaxHumidityThresholdViolation,1.3.6.1.4.1.3180.363,,,notificationtype,,"SEVERE: Max humidity threshold violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current humidity The fourth argument is the probe number. The fifth argument is the probe name."
envMaxHumidityThresholdViolationCleared,1.3.6.1.4.1.3180.364,,,notificationtype,,"INFORMATIONAL: Max humidity threshold violation cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current humidity. The fourth argument is the probe number. The fifth argument is the probe name."
envMinHumidityThresholdViolation,1.3.6.1.4.1.3180.365,,,notificationtype,,"SEVERE: Min humidity threshold violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current humidity The fourth argument is the probe number. The fifth argument is the probe name."
envMinHumidityThresholdViolationCleared,1.3.6.1.4.1.3180.366,,,notificationtype,,"INFORMATIONAL: Min humidity threshold violation cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current humidity. The fourth argument is the probe number. The fifth argument is the probe name."
envSTIncTempRateViolation,1.3.6.1.4.1.3180.367,,,notificationtype,,"SEVERE: Short-term increasing temperature rate violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envSTIncTempRateViolationCleared,1.3.6.1.4.1.3180.368,,,notificationtype,,"INFORMATIONAL: Short-term increasing temperature rate cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envSTDecTempRateViolation,1.3.6.1.4.1.3180.369,,,notificationtype,,"SEVERE: Short-term decreasing temperature rate violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envSTDecTempRateViolationCleared,1.3.6.1.4.1.3180.370,,,notificationtype,,"INFORMATIONAL: Short-term decreasing temperature rate cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envLTIncTempRateViolation,1.3.6.1.4.1.3180.371,,,notificationtype,,"SEVERE: Long-term increasing temperature rate violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envLTIncTempRateViolationCleared,1.3.6.1.4.1.3180.372,,,notificationtype,,"INFORMATIONAL: Long-term increasing temperature rate cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envLTDecTempRateViolation,1.3.6.1.4.1.3180.373,,,notificationtype,,"SEVERE: Long-term decreasing temperature rate violated on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
envLTDecTempRateViolationCleared,1.3.6.1.4.1.3180.374,,,notificationtype,,"INFORMATIONAL: Long-term decreasing temperature rate cleared on the probe. The first argument is the host device serial number. The second argument is the host device name. The third argument is the current temperature. The fourth argument is the temperature scale. The fifth argument is the probe number. The sixth argument is the probe name."
bmsCriticalCondition,1.3.6.1.4.1.3180.375,,,notificationtype,,"SEVERE: A Battery Management System critical condition was detected. The first variable is the error condition text message. The second variable is the error number."
bmsCriticalConditionCleared,1.3.6.1.4.1.3180.376,,,notificationtype,,"INFORMATIONAL: A Battery Management System critical condition was cleared. The first variable is the error condition text message. The second variable is the error number."
bmsWarningCondition,1.3.6.1.4.1.3180.377,,,notificationtype,,"WARNING: A Battery Management System warning condition was detected. The first variable is the error condition text message. The second variable is the error number."
bmsWarningConditionCleared,1.3.6.1.4.1.3180.378,,,notificationtype,,"WARNING: A Battery Management System warning condition was cleared. The first variable is the error condition text message. The second variable is the error number."
bmsInformationalCondition,1.3.6.1.4.1.3180.379,,,notificationtype,,"INFORMATIONAL: A Battery Management System informational condition was detected. The first variable is the error condition text message. The second variable is the error number."
bmsInformationalConditionCleared,1.3.6.1.4.1.3180.380,,,notificationtype,,"INFORMATIONAL: A Battery Management System informational condition was cleared. The first variable is the error condition text message. The second variable is the error number."
xATSOutputVoltageLowAlarm,1.3.6.1.4.1.3180.381,,,notificationtype,,"SEVERE: The device three-phase output voltage of the device is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1-N, 2=L2-N, 3=L3-N, 4=unused, 5=L1-L2, 6=L2-L3, 7=L3-L1). The fourth argument is the measured voltage in tenths of Volts. The fifth argument is the threshold, in tenths of Volts, from which the alarm was generated."
xATSOutputVoltageLowAlarmCleared,1.3.6.1.4.1.3180.382,,,notificationtype,,"INFORMATIONAL: The devices three-phase output voltage is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1-N, 2=L2-N, 3=L3-N, 4=unused, 5=L1-L2, 6=L2-L3, 7=L3-L1). The fourth argument is the measured voltage in tenths of Volts."
xATSOutputVoltageHighAlarm,1.3.6.1.4.1.3180.383,,,notificationtype,,"SEVERE: The device three-phase output voltage of the device is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1-N, 2=L2-N, 3=L3-N, 4=unused, 5=L1-L2, 6=L2-L3, 7=L3-L1). The fourth argument is the measured voltage in tenths of Volts. The fifth argument is the threshold, in tenths of Volts, above which the alarm is generated."
xATSOutputVoltageHighAlarmCleared,1.3.6.1.4.1.3180.384,,,notificationtype,,"INFORMATIONAL: The devices three-phase output voltage is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1-N, 2=L2-N, 3=L3-N, 4=unused, 5=L1-L2, 6=L2-L3, 7=L3-L1). The fourth argument is the measured voltage in tenths of Volts."
xATSOutputCurrentLowAlarm,1.3.6.1.4.1.3180.385,,,notificationtype,,"SEVERE: The three-phase load current of the device is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1, 2=L2, 3=L3). The fourth argument is the measured current in Amps. The fifth argument is the threshold, in Amps, from which the alarm was generated."
xATSOutputCurrentLowAlarmCleared,1.3.6.1.4.1.3180.386,,,notificationtype,,"INFORMATIONAL: The three-phase load current of the device is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1, 2=L2, 3=L3). The fourth argument is the measured current in Amps."
xATSOutputCurrentHighAlarm,1.3.6.1.4.1.3180.387,,,notificationtype,,"SEVERE: The three-phase output load current of the device is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1, 2=L2, 3=L3). The fourth argument is the measured current in Amps. The fifth argument is the threshold, in Amps, from which the alarm was generated."
xATSOutputCurrentHighAlarmCleared,1.3.6.1.4.1.3180.388,,,notificationtype,,"INFORMATIONAL: The three-phase output load current of the device is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the phase (1=L1, 2=L2, 3=L3). The fourth argument is the measured current in Amps."
xATSOutputFrequencyAlarm,1.3.6.1.4.1.3180.389,,,notificationtype,,"SEVERE: The devices output frequency is outside the specified limits. The first argument is the host device serial number. The second argument is the host device name. The third argument is the frequency deviation from the nominal in tenths of Hertz. The fourth argument is the frequency deviation threshold in tenths of Hertz, from which the alarm was generated."
xATSOutputFrequencyAlarmCleared,1.3.6.1.4.1.3180.390,,,notificationtype,,"INFORMATIONAL: The devices output frequency is back within the specified limits. The first argument is the host device serial number. The second argument is the host device name."
xATSInternalCommError,1.3.6.1.4.1.3180.391,,,notificationtype,,"SEVERE: There is an internal communication error in the device. The first argument is the host device serial number. The second argument is the host device name."
xATSInternalCommErrorCleared,1.3.6.1.4.1.3180.392,,,notificationtype,,"INFORMATIONAL: Internal communication has been restored. The first argument is the host device serial number. The second argument is the host device name."
xATSDataCommMismatchError,1.3.6.1.4.1.3180.393,,,notificationtype,,"SEVERE: A data incompatibility exists within the device. This is typically the result of mismatches between firmware revisions of the transfer switch controller and the Network Management interface. The first argument is the host device serial number. The second argument is the host device name."
xATSDataCommMismatchErrorCleared,1.3.6.1.4.1.3180.394,,,notificationtype,,"INFORMATIONAL: The internal data incompatibility has been resolved. The first argument is the host device serial number. The second argument is the host device name."
xATSGenCommLost,1.3.6.1.4.1.3180.395,,,notificationtype,,"WARNING: The XATS cannot communicate with the generator. This will make unavailable all the xATSGenerator OIDs. The first argument is the host device serial number. The second argument is the host device name."
xATSGenCommEstablished,1.3.6.1.4.1.3180.396,,,notificationtype,,"INFORMATIONAL: The XATS has established communication with the generator. The first argument is the host device serial number. The second argument is the host device name."
xATSNeutralPosition,1.3.6.1.4.1.3180.397,,,notificationtype,,"WARNING: XATS has transferred to neutral position. In this position neither Source 1 nor Source 2 is selected, and the XATS will have no output voltage. The first argument is the host device serial number. The second argument is the host device name. The third argument is the mode in which the switch is operating (1=Auto, 2=Not-in-Auto, Abnormal Condition 3=Not-in-Auto, manual)."
xATSSwitchTransferEvent,1.3.6.1.4.1.3180.398,,,notificationtype,,"INFORMATIONAL: XATS has transferred from one source to the other. The first argument is the host device serial number. The second argument is the host device name. The third argument is the mode in which the switch is operating. (1=Auto, 2=Not-in-Auto, Abnormal Condition 3=Not-in-Auto, manual). The fourth argument is the input source selected (1=Source 1, 2=Source 2). The fifth argument is type of transfer that took place. (1=Closed, 2=Open, 3=Unknown)"
xATSInternalATSFault,1.3.6.1.4.1.3180.399,,,notificationtype,,"SEVERE: An internal XATS fault has been detected. The XATS may have forced itself to not-in-auto mode (abnormal condition), as indicated by the xATSSwitchStatusAutoSwitchOperationalMode OID. The first argument is the host device serial number. The second argument is the host device name. The third argument indicates the detected fault. 1=Cannot Close S1 2=Cannot Close S2 3=Cannot Open S1 4=Cannot Open S2 5=Cannot Trip Open S1 6=Cannot Trip Open S2 7=Start Contact Failure 8=Voltage Sensing Failure"
xATSInternalATSFaultCleared,1.3.6.1.4.1.3180.400,,,notificationtype,,"INFORMATIONAL: The detected internal XATS fault has been cleared. The first argument is the host device serial number. The second argument is the host device name. The third argument indicates the detected fault. 1=Cannot Close S1 2=Cannot Close S2 3=Cannot Open S1 4=Cannot Open S2 5=Cannot Trip Open S1 6=Cannot Trip Open S2 7=Start Contact Failure 8=Voltage Sensing Failure"
xATSEngineStartAsserted,1.3.6.1.4.1.3180.401,,,notificationtype,,"INFORMATIONAL: The XATS has asserted the Engine Start contact. This should result in the generator producing output voltage. The first argument is the host device serial number. The second argument is the host device name. The third argument indicates the reason that the start signal was asserted 1=Unknown, 2=S1 Low Voltage, 3=S1 High Voltage, 4=S1 Line Imbalance, 5=S1 Freq Range, 6=S1 Bad Rotation."
xATSEngineStopAsserted,1.3.6.1.4.1.3180.402,,,notificationtype,,"INFORMATIONAL: The XATS has de-asserted the Engine Start contact. This should result in the generator shutting down, and producing no output voltage. The first argument is the host device serial number. The second argument is the host device name."
xATSStartFailure,1.3.6.1.4.1.3180.403,,,notificationtype,,"SEVERE: The generator failed to start. After assertion of the Engine Start signal, the quality of Source 2 was not seen as good. This alarm can be cleared using the xATSSwitchStatusClearLatchedAlarms OID. The first argument is the host device serial number. The second argument is the host device name. The third argument indicates the line quality at S2 1=Unknown, 2=S2 Low Voltage, 3=S2 High Voltage, 4=S2 Line Imbalance, 4=S2 Freq Range, 5=S2 Bad Rotation."
xATSStopFailure,1.3.6.1.4.1.3180.404,,,notificationtype,,"WARNING: The generator failed to stop. After de-assertion of the Engine Start signal, the quality of Source 2 continued to be seen as good. This alarm can be cleared using the xATSSwitchStatusClearLatchedAlarms OID. The first argument is the host device serial number. The second argument is the host device name."
xATSNotInAutomaticMode,1.3.6.1.4.1.3180.405,,,notificationtype,,"SEVERE: Automatic Transfer Switch is not in automatic mode. The first argument is the host device serial number. The second argument is the host device name. The xATSSwitchStatusAutoSwitchStatus OID and the xATSSwitchStatusAutoSwitchOperationalMode OID can provide more information about the state of the XATS."
xATSNotInAutomaticModeCleared,1.3.6.1.4.1.3180.406,,,notificationtype,,"INFORMATIONAL: Automatic Transfer Switch is in automatic mode. The first argument is the host device serial number. The second argument is the host device name."
xATSEpoTripped,1.3.6.1.4.1.3180.407,,,notificationtype,,"SEVERE: The device's Emergency Power Off (EPO) circuit is tripped. The first argument is the host device serial number. The second argument is the host device name."
xATSEpoReset,1.3.6.1.4.1.3180.408,,,notificationtype,,"INFORMATIONAL: The device's Emergency Power Off (EPO) circuit has been reset to the armed position. The first argument is the host device serial number. The second argument is the host device name."
xATSEpoTestMode,1.3.6.1.4.1.3180.409,,,notificationtype,,"WARNING: The device's Emergency Power Off (EPO) circuit has been switched back to the test position. The first argument is the host device serial number. The second argument is the host device name."
xATSEpoArmed,1.3.6.1.4.1.3180.410,,,notificationtype,,"INFORMATIONAL: The device's Emergency Power Off (EPO) circuit has been switched back to the armed position. The first argument is the host device serial number. The second argument is the host device name."
xATSTestInitiated,1.3.6.1.4.1.3180.411,,,notificationtype,,"INFORMATIONAL: A scheduled test has been initiated. The first argument is the host device serial number. The second argument is the host device name. The third argument is the type of test initiated (1=scheduled, 2=manual)."
xATSTestCanceled,1.3.6.1.4.1.3180.412,,,notificationtype,,"INFORMATIONAL: The scheduled test has been canceled The first argument is the host device serial number. The second argument is the host device name. The third argument is the type of test initiated (1=scheduled, 2=manual)."
xATSTestFailed,1.3.6.1.4.1.3180.413,,,notificationtype,,"SEVERE: The initiated test has failed. This alarm can be cleared using the xATSSwitchStatusClearLatchedAlarms OID. The first argument is the host device serial number. The second argument is the host device name."
xATSTestPassed,1.3.6.1.4.1.3180.414,,,notificationtype,,"INFORMATIONAL: The initiated test has passed switched back to the armed position. The first argument is the host device serial number. The second argument is the host device name."
xATSInputContactStateAbnormal,1.3.6.1.4.1.3180.415,,,notificationtype,,"SEVERE: A user input contact on the device has changed to its abnormal state. The first argument is the host device serial number. The second argument is the host device name. The third argument is the input contact number. The fourth argument is the input contact name. The fifth argument is the input contact state (1=OPEN, 2=CLOSED). The sixth argument is the configured normal input contact state (1=OPEN, 2=CLOSED)."
xATSInputContactStateNormal,1.3.6.1.4.1.3180.416,,,notificationtype,,"INFORMATIONAL: A user input contact on the device has changed to its normal state. The first argument is the host device serial number. The second argument is the host device name. The third argument is the input contact number. The fourth argument is the input contact name. The fifth argument is the input contact state (1=OPEN, 2=CLOSED). The sixth argument is the configured normal input contact state (1=OPEN, 2=CLOSED)."
xATSRemoteStartContactMismatch,1.3.6.1.4.1.3180.417,,,notificationtype,,"SEVERE: The state of the generator's Remote Start input and the ATS's Engine Start output do not match. This indicates something wrong in the Engine Start wiring, which must be corrected. This condition will prevent the generator from being started when needed. (See also: xATSGeneratorStatusRemoteStart and xATSSwitchStatusEngineStartSignal OIDs) The first argument is the host device serial number. The second argument is the host device name."
xATSRemoteStartContactMismatchCleared,1.3.6.1.4.1.3180.418,,,notificationtype,,"INFORMATIONAL: Mismatch in the state of the generator's Remote Start input and the ATS's Engine Start output as been resolved. This indicates something wrong in the Engine Start wiring, which must be corrected. This condition will prevent the generator from being started when needed. (See also: xATSGeneratorStatusRemoteStart and xATSSwitchStatusEngineStartSignal OIDs) The first argument is the host device serial number. The second argument is the host device name."
xATSDoorOpenAlarm,1.3.6.1.4.1.3180.419,,,notificationtype,,"WARNING: The XATS exterior panel door is open. The first argument is the host device serial number. The second argument is the host device name."
xATSDoorOpenAlarmCleared,1.3.6.1.4.1.3180.420,,,notificationtype,,"INFORMATIONAL: The external door to the device is closed. The first argument is the host device serial number. The second argument is the host device name."
xATSDCBackupAlarm,1.3.6.1.4.1.3180.421,,,notificationtype,,"WARNING: The XATS's DC backup has been lost. The XATS will lose power on Source 1 failure, causing the Engine Start signal to be asserted. The XATS will then restart from Source 2. The first argument is the host device serial number. The second argument is the host device name."
xATSDCBackupAlarmCleared,1.3.6.1.4.1.3180.422,,,notificationtype,,"INFORMATIONAL: DC backup alarm has been cleared in the device. The first argument is the host device serial number. The second argument is the host device name."
xATSGeneratorLowCoolantLevelAlarm,1.3.6.1.4.1.3180.423,,,notificationtype,,"SEVERE: Low coolant level has been detected in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowCoolantLevelAlarmCleared,1.3.6.1.4.1.3180.424,,,notificationtype,,"INFORMATIONAL: The detected low coolant level has been cleared in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryLowCoolantLevelAlarm,1.3.6.1.4.1.3180.425,,,notificationtype,,"SEVERE: Very low coolant level has been detected in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryLowCoolantLevelAlarmCleared,1.3.6.1.4.1.3180.426,,,notificationtype,,"INFORMATIONAL: The detected Very low coolant level has been cleared in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorHighCoolantTempAlarm,1.3.6.1.4.1.3180.427,,,notificationtype,,"SEVERE: High coolant temperature has been detected in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorHighCoolantTempAlarmCleared,1.3.6.1.4.1.3180.428,,,notificationtype,,"INFORMATIONAL: The detected high coolant temperature has been cleared in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryHighCoolantTempAlarm,1.3.6.1.4.1.3180.429,,,notificationtype,,"SEVERE: Very high coolant temperature has been detected in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryHighCoolantTempAlarmCleared,1.3.6.1.4.1.3180.430,,,notificationtype,,"INFORMATIONAL: The Very high coolant temperature condition has been cleared in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowCoolantTempAlarm,1.3.6.1.4.1.3180.431,,,notificationtype,,"WARNING: Low coolant temperature has been detected in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowCoolantTempAlarmCleared,1.3.6.1.4.1.3180.432,,,notificationtype,,"INFORMATIONAL: The low coolant temperature condition has been cleared in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowOilLevelAlarm,1.3.6.1.4.1.3180.433,,,notificationtype,,"SEVERE: Low oil level has been detected in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowOilLevelAlarmCleared,1.3.6.1.4.1.3180.434,,,notificationtype,,"INFORMATIONAL: Low oil level alarm has been cleared in the generator. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowBatteryVoltDuringCrankAlarm,1.3.6.1.4.1.3180.435,,,notificationtype,,"SEVERE: The generator's battery voltage has been detected as low while cranking the engine. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorLowBatteryVoltDuringCrankAlarmCleared,1.3.6.1.4.1.3180.436,,,notificationtype,,"INFORMATIONAL: The generator's low battery voltage while cranking condition has been cleared. The second argument is the host device name. The third argument is the OEM's fault/event code."
xATSGeneratorVeryLowBatteryVoltDuringCrankAlarm,1.3.6.1.4.1.3180.437,,,notificationtype,,"SEVERE: The generator's battery voltage has been detected as very low while cranking the engine. The first argument is the host device serial number. The second argument is the host device name. The third argument is the OEM's fault/event code."
